id,name,category,subcategory,address,district,lat,lng,rating_score,rating_count,description,source
google-places-ChIJ1wXVuEnCOxMRR5zGb1jzjAw,Parco delle Rose,attractions,parchi,"Via Michele Pironti, 22-28, 84134 Salerno SA",Salerno,40.679702899999995,14.777062599999999,4.3,43,,google_places
google-places-ChIJx1b-b5DCOxMRsfcYZ-XadQc,Parco giochi Arbostella,attractions,parchi,"Viale Giuseppe Verdi, 14, 84131 Salerno SA",Salerno,40.6524207,14.8126177,3.9,199,,google_places
google-places-ChIJg0bKfYvCOxMRbupn8Dabzn4,Rock Garden,attractions,parchi,"Mercatello, 84132 Salerno SA",Salerno,40.660691299999996,14.8044399,4.6,7,,google_places
google-places-ChIJ9Zh3tV_COxMRvUUiKsuyo7U,Pastena,attractions,quartieri,"Pastena, Salerno SA",Salerno,40.6649654,14.797312100000001,,0,,google_places
google-places-ChIJBR82XfbCOxMRvEhbbFkZJjs,Quartiere Italia,attractions,quartieri,"Quartiere Italia, 84133 Salerno SA",Salerno,40.66971780000001,14.801324,,0,,google_places
google-places-ChIJdbxKwXvDOxMRxHGpWVA8e24,La Croce del Monte Stella,attractions,sentieri,"Unnamed Road, 84135 Salerno SA",Salerno,40.7156725,14.805788099999997,4.6,16,,google_places
google-places-ChIJNyDunkLDOxMRaqHhAmUhKeo,Parco Urbano Del Montestella,attractions,sentieri,"Str. per Montestella, 84135 Salerno SA",Salerno,40.708644299999996,14.8223433,4.2,23,,google_places
osm-node-3358597325,Giardinetti dell'Annunziata,attractions,viewpoint,,Salerno,40.6026051,14.3342733,,0,,openstreetmap_overpass
osm-node-6089918753,Torre del Castello dell'Annunziata,attractions,viewpoint,,Salerno,40.6031161,14.3363152,,0,,openstreetmap_overpass
osm-node-4100111998,Torre di Montalto,attractions,viewpoint,,Salerno,40.5740105,14.3447626,,0,,openstreetmap_overpass
osm-node-2472363136,Villa Lysis/Fersen,attractions,viewpoint,,Salerno,40.5593351,14.2597571,,0,,openstreetmap_overpass
google-places-ChIJOz0WJybCOxMRse7AKX1gmvI,Albergo del Centro Storico Salerno,accommodation,hotel,"Via Roma, 210, 84121 Salerno SA",Salerno,40.6791225,14.7561275,3.2,168,,google_places
google-places-ChIJW5CEgR_DOxMRQS6gyktfP2k,B&B Al Corso,accommodation,hotel,"Corso Vittorio Emanuele, 163, 84122 Salerno SA",Salerno,40.6770934,14.7653273,4.5,34,,google_places
google-places-ChIJ3-6pMDrCOxMR7AwjRrNlJLE,B&B Amalfi Coast - Salerno,accommodation,hotel,"Corso Giuseppe Garibaldi, 142, 84123 Salerno SA",Salerno,40.6755354,14.7685979,4.5,149,,google_places
google-places-ChIJT3zJJa3DOxMRuUfAOflJhHQ,B&B In centro storico Salerno,accommodation,hotel,"Vicolo Giudaica, 12, 84121 Salerno SA",Salerno,40.6785694,14.758815199999999,4.9,54,,google_places
google-places-ChIJG2yoQiXCOxMRiJrswoBYxBI,B&B Luxury Salerno Central,accommodation,hotel,"P.za Sedile di Portanova, 10, 84122 Salerno SA",Salerno,40.6783228,14.7621654,4.6,60,,google_places
google-places-ChIJg6g7bDnCOxMRq261W0YX8Y0,B&B Madegra Sea Suite,accommodation,hotel,"Piazza della Concordia, 38, 84123 Salerno SA",Salerno,40.673870099999995,14.770891199999998,4.4,246,,google_places
google-places-ChIJveuTlDDCOxMR_8V4lkIA-2I,B&B Maison Salerno,accommodation,hotel,"via Matteo Ripa, 2, 84122 Salerno SA",Salerno,40.678776299999996,14.7676646,3.9,95,,google_places
google-places-ChIJiXLyvOrDOxMRpvZ-VysM13M,B&B Mare e Poesia SALERNO,accommodation,hotel,"Via Martiri Ungheresi, 8, 84129 Salerno SA",Salerno,40.6649799,14.794351299999999,4.8,39,,google_places
google-places-ChIJ0y8JmC_COxMRPSy6K0zDB2c,B&B Old Salerno,accommodation,hotel,"Piazzetta Cerenza Francesco, 84123 Salerno SA",Salerno,40.678993299999995,14.7617429,4.1,18,,google_places
google-places-ChIJT8QEqeDDOxMRnTHJj-UloMo,B&B SALERNO CENTER,accommodation,hotel,"Corso Giuseppe Garibaldi, 206, 84122 Salerno SA",Salerno,40.6767567,14.764616499999999,3.9,30,,google_places
google-places-ChIJMZmPZyXCOxMR5ckDFq-Ega4,B&B Salerno Centro,accommodation,hotel,"Piazza Sedile di Porta Nova, 10 primo piano - interno 4 - 00393299636288, 84121 Salerno SA",Salerno,40.677626599999996,14.7623321,4.6,178,,google_places
google-places-ChIJF8q5DjnDOxMRyaXah82Qi30,B&B Salerno in Centro - Bed And Breakfast Nel Centro Storico Di Salerno,accommodation,hotel,"Palazzo Gatto, Vicolo degli Amalfitani, 10, 84121 Salerno SA",Salerno,40.680099299999995,14.755725899999998,4.3,17,,google_places
google-places-ChIJRZ6ZHDrCOxMR4Iss_FS1-Pc,B&B SalernoWay,accommodation,hotel,"Via Santi Martiri Salernitani, 31, 84123 Salerno SA",Salerno,40.6765956,14.769295200000002,4.1,216,,google_places
google-places-ChIJ10F-hCXCOxMRVIDmLF-5W2o,B&B Serendipity Salerno,accommodation,hotel,"Via Masuccio Salernitano, 56, 84121 Salerno SA",Salerno,40.6777982,14.7611511,4.9,27,,google_places
google-places-ChIJpd7sEYrCOxMRKulv8BWfVrE,B&B Tramonto Sul Mare,accommodation,hotel,"Via Giovan Battista, Via Gian Battista Niccolini, 9, 84131 Salerno SA",Salerno,40.6594453,14.799545700000001,4.6,50,,google_places
google-places-ChIJ6clupyHDOxMROstIqM-6DKw,B&B il Duca d'Amalfi,accommodation,hotel,"Via Porta Elina, 4, 84121 Salerno SA",Salerno,40.6786069,14.7626075,4.8,312,,google_places
google-places-ChIJocFkgKTDOxMRuO7FMTC5tvY,Bed & Breakfast A Casa di Marco Salerno Centro,accommodation,hotel,"Via Generale Ferrante Maria Gonzaga, 12, 84122 Salerno SA",Salerno,40.6799508,14.7653561,4.3,34,,google_places
google-places-ChIJ-TQG_DDCOxMR1_YV_BtT0jQ,Bed & Breakfast Antonello,accommodation,hotel,"Via Pietro da Eboli, 18, 84122 Salerno SA",Salerno,40.6798194,14.767157599999999,4.8,99,,google_places
google-places-ChIJRwfipjDCOxMRI2ymW5SsT4Q,Bed and Breakfast Salerno,accommodation,hotel,"Via Alfonso Balzico, 43, 84100 Salerno SA",Salerno,40.677535299999995,14.768598700000002,4.1,53,,google_places
google-places-ChIJJybVQjbCOxMRqPDreZWa4ZE,Bed and Breakfast il Faro,accommodation,hotel,"Via Luigi Cacciatore, 55, 84124 Salerno SA",Salerno,40.680599099999995,14.773556399999997,4.8,61,,google_places
google-places-ChIJoQdsYjrCOxMRh64UUOn6mV8,Bed and Breakfast sul Corso,accommodation,hotel,"Corso Vittorio Emanuele, 126, 84122 Salerno SA",Salerno,40.6768064,14.766747,4.1,108,,google_places
google-places-ChIJ23vPkDrCOxMR0IPuSmr-peg,CASA CASTAGNA B&B,accommodation,hotel,"via Adolfo Cilento, 13, 84122 Salerno SA",Salerno,40.6768316,14.765424399999999,4.7,104,,google_places
google-places-ChIJ_fkBiTnCOxMR7jEjnymNPV0,Chérie B&B - Salerno,accommodation,hotel,"Corso Vittorio Emanuele, 57, 84123 Salerno SA",Salerno,40.6756302,14.769827099999999,4.7,125,,google_places
google-places-ChIJRaP9HibCOxMRcQC-mMCnV0Q,Divina Salerno,accommodation,hotel,"Via Roma, 184, 84121 Salerno SA",Salerno,40.678880799999995,14.756883000000002,3.6,41,,google_places
google-places-ChIJZ7xv9jXCOxMRJgPaYUbUnXs,Domus Aeterna & Il Limine Silente,accommodation,hotel,"Via Laurogrotto, 1/Civico1, piano 4 , scala b, interno 11, 84135 Salerno SA",Salerno,40.6824271,14.7756631,4.8,82,,google_places
google-places-ChIJcS7S3SjCOxMRKU_sWerP6hw,Elegant B&B Il Vicolo storico - Salerno,accommodation,hotel,"Via Trotula de Ruggiero, 20, 84121 Salerno SA",Salerno,40.6811273,14.756561999999997,4.5,67,,google_places
google-places-ChIJC1Wz1UbCOxMRl1FMUYus7hQ,Grand Hotel Salerno,accommodation,hotel,"Lungomare Clemente Tafuri, 1, 84127 Salerno SA",Salerno,40.6725135,14.775876499999999,3.8,4926,,google_places
google-places-ChIJA465TjrCOxMRZcYo34wu7oA,Grillo B&B,accommodation,hotel,"Traversa Giovanni Grillo, 7, 84122 Salerno SA",Salerno,40.6753864,14.7677908,4.2,76,,google_places
google-places-ChIJoQrzs-nDOxMRBLqx7h3LiIU,Holiday Guesthouse,accommodation,hotel,"Via Francesco Paolo Volpe, n.16, 84122 Salerno SA",Salerno,40.6781931,14.766960800000001,4.9,138,,google_places
google-places-ChIJya9MeSjCOxMReJjFF62x8n0,Home47,accommodation,hotel,"Via Portacatena, 47, 84121 Salerno SA",Salerno,40.6794345,14.7545586,4.8,126,,google_places
google-places-ChIJwycKrjnCOxMR11LCcrLcC3A,Hotel Bruman Salerno,accommodation,hotel,"Piazza Vittorio Veneto, 30, 84123 Salerno SA",Salerno,40.6747741,14.7726306,4.3,294,,google_places
google-places-ChIJTRwPjzrCOxMRZxuKlNYTEng,Hotel Montestella 1914,accommodation,hotel,"Corso Vittorio Emanuele, 156, 84122 Salerno SA",Salerno,40.677119999999995,14.765836600000002,4.1,994,,google_places
google-places-ChIJeStIxZvCOxMRl7qBSFfEEI0,Hotel Novotel Salerno Est Arechi,accommodation,hotel,"Via Generale Clark, 49, 84131 Salerno SA",Salerno,40.649194099999995,14.816201600000001,4.1,2307,,google_places
google-places-ChIJO6dCoznCOxMRQ8lXgJEoYrU,Hotel Plaza,accommodation,hotel,"Piazza Vittorio Veneto, 42, 84123 Salerno SA",Salerno,40.6750268,14.7713859,4.4,827,,google_places
google-places-ChIJqb-0rmHCOxMRkCFN-fkyJ6c,Hotel Polo Nautico,accommodation,hotel,"Lungomare Cristoforo Colombo, 132, 84129 Salerno SA",Salerno,40.6616394,14.795512100000002,4,1366,,google_places
google-places-ChIJk8hmmGDCOxMRpqOXdPEaCEY,Il Piccolo Principe – B&B pulito ed economico a Salerno,accommodation,hotel,"Via Antonio del Baglivo, 11, 84129 Salerno SA",Salerno,40.663617099999996,14.794676799999998,4.8,89,,google_places
google-places-ChIJ0YzsqZrCOxMRZ2mRiRAXpEY,Mediterranea Hotel - Resort & Convention Center,accommodation,hotel,"Via Generale Clark, 54, 84131 Salerno SA",Salerno,40.6503015,14.812849399999998,3.8,1870,,google_places
google-places-ChIJQ2I2SiXCOxMRYcOsJ_tP_ZU,Romantica Salerno B&B,accommodation,hotel,"Corso Giuseppe Garibaldi, 230, 84122 Salerno SA",Salerno,40.677014299999996,14.7634542,4.5,125,,google_places
google-places-ChIJ2VnJIKDCOxMRNIncruKIKVk,Saint Joseph Resort,accommodation,hotel,"Via Salvatore Allende, 66, 84131 Salerno SA",Salerno,40.641883799999995,14.822237000000001,3.8,789,,google_places
google-places-ChIJPTKCaCXCOxMRPLriD0jNH5M,Salerno Antica Bed & Breakfast,accommodation,hotel,"Via Masuccio Salernitano, 8, 84121 Salerno SA",Salerno,40.6776091,14.7620186,5,267,,google_places
google-places-ChIJGX5uYjrCOxMR2b3z5lQQUlc,Salernoprestige,accommodation,hotel,"Corso Vittorio Emanuele, 58, 84123 Salerno SA",Salerno,40.6757476,14.7699186,4.3,185,,google_places
google-places-ChIJpThF_S7COxMRSsmuMyhu5A8,Santi e Saraceni,accommodation,hotel,"Largo Plebiscito, 2, 84121 Salerno SA",Salerno,40.680923,14.760199499999999,4.1,71,,google_places
google-places-ChIJjcUqZDDCOxMRhYl9uKB-ECA,Suite 39 B&B,accommodation,hotel,"Via dei Principati, 39, 84122 Salerno SA",Salerno,40.6786038,14.766131900000001,4.5,188,,google_places
google-places-ChIJH6iWmXfBOxMRxDkT1O1sZOU,Villa Lupara Agriturismo biologico,accommodation,hotel,"Via Fossa Lupara, 84125 Salerno SA",Salerno,40.695865399999995,14.739490599999998,4.4,171,,google_places
google-places-ChIJUw1RfIjBOxMRlFrefbxh2J4,Villa Poseidon - Boutique Hotel - Wedding & Events - Catering & Banqueting,accommodation,hotel,"Via Alfonso Gatto, 3, 84121 Salerno SA",Salerno,40.680281199999996,14.749604099999999,3.7,261,,google_places
google-places-ChIJ23vPkDrCOxMRQB9uXcFlHwA,Vinto House Downtown,accommodation,hotel,"Via Adolfo Cilento, 13, Secondo piano - Interno, 10, 84122 Salerno SA",Salerno,40.6768139,14.7654284,4.4,144,,google_places
google-places-ChIJr-ZZRTbCOxMRRn3UEqwCoaA,gia'Notte B&B Salerno Centro by ElodeaGroup,accommodation,hotel,"Via Giovanni Francesco Memoli, 12, 84124 Salerno SA",Salerno,40.6800226,14.773119999999999,4.8,50,,google_places
google-places-ChIJ65w-SkiVOxMRQD_Boz0-oLY,Acquachiara Spiaggia,beaches,spiagge,"SS163 Amalfitana, Km36, 84010 Maiori SA",Salerno,40.644487,14.649741200000001,4.4,503,,google_places
google-places-ChIJYZbDqyDCOxMRbdHBJW-Iomo,Associazione Marina,beaches,spiagge,"Molo Manfredi porto di Salerno, 84121 Salerno SA",Salerno,40.6742931,14.752349599999999,4.3,3,,google_places
google-places-ChIJuz4xwCDCOxMRWWqVTBuFoEQ,Azimut Salerno,beaches,spiagge,"Via Molo Manfredi, Snc, 84121 Salerno SA",Salerno,40.6725917,14.7545241,4.8,16,,google_places
google-places-ChIJEahjBjaUOxMREcsq1jPqAVo,Il Duoglio Spiaggia,beaches,spiagge,"Il Duoglio Spiaggia, Via Mauro Comite, 25, 84011 Amalfi SA",Salerno,40.6258239,14.5876789,4.3,334,,google_places
google-places-ChIJWTiNdDaUOxMRbQeaORqA-Io,Lido Degli Artisti Beach Club,beaches,spiagge,"spiaggia Duoglio Imbarco Molo Darsena Amalfi Centro, Via Mauro Comite, 84011 Amalfi SA",Salerno,40.625687899999996,14.587349800000002,4.5,482,,google_places
google-places-ChIJ4VyGcK6VOxMRd3fcB63pmSw,Lido degli Artisti Beach Club PUNTO D'IMBARCO AD AMALFI CENTRO,beaches,spiagge,"molo Darsena, 84011 Amalfi SA",Salerno,40.633032,14.602817600000002,4.7,9,,google_places
google-places-ChIJMSCNArOVOxMRAcwK15Y4q5U,Lido delle Sirene,beaches,spiagge,"Piazzale dei Protontini, 4, 84011 Amalfi SA",Salerno,40.631668,14.5968708,3.5,234,,google_places
google-places-ChIJ618JE6iVOxMRimv2_c7W1Wo,Lido di Ravello Spiaggia di Castiglione,beaches,spiagge,"Strada Statale Amalfitana, 13, 84010 Castiglione SA",Salerno,40.636932,14.610947399999999,4.6,824,,google_places
google-places-ChIJX3OLH2yVOxMRgBqCZBTAhWQ,Mandingo beach,beaches,spiagge,"Viale della Regione, 84011 Amalfi SA",Salerno,40.633731,14.603061,3.8,78,,google_places
google-places-ChIJU4auxSzBOxMRIue0hbLjj0M,Marina Militare,beaches,spiagge,"Via Porto, 8, 84121 Salerno SA",Salerno,40.6779718,14.7504336,,0,,google_places
google-places-ChIJQ2DSqJ_COxMRs6ctC2L1JUE,Marina d'Arechi S.p.A.,beaches,spiagge,"Via Salvador Allende, 84131 Salerno SA",Salerno,40.6417589,14.820216900000002,4.5,1621,,google_places
google-places-ChIJpYzDOgDDOxMR76Ki1Zto-kE,Ormeggi Autuori SRL,beaches,spiagge,"Via Molo Manfredi, 84121 Salerno SA",Salerno,40.673167,14.7535587,5,1,,google_places
google-places-ChIJOyRC2WDCOxMRcDiX766Fiss,Porticciolo di Pastena,beaches,spiagge,"Lungomare Cristoforo Colombo, 84129 Salerno SA",Salerno,40.6619848,14.794362899999998,4.2,780,,google_places
google-places-ChIJ5bDUsMDBOxMR5PrS5aoopC0,Porto Salerno,beaches,spiagge,"Baia di Salerno Mar Tirreno, Salerno SA",Salerno,40.6759054,14.749047899999999,4.3,41,,google_places
google-places-ChIJc4636zvCOxMRbmKNEXKotU4,Porto Turistico Masuccio Salernitano,beaches,spiagge,"Piazza della Concordia, 84122 Salerno SA",Salerno,40.6733839,14.7682603,4.4,5422,,google_places
google-places-ChIJjzP43zPCOxMR6rsB7xYkpVo,Porto di Salerno,beaches,spiagge,"Via Roma, 29 - - 84121, 84121 Salerno SA",Salerno,40.677106599999995,14.761729199999998,4.4,283,,google_places
google-places-ChIJHxhLkrXqOxMRbpI5rvYoK6A,Spiaggia Cavallo Morto,beaches,spiagge,"Spiaggia Cavallo Morto, Strada Statale Amalfitana, 18, 84010 Maiori SA",Salerno,40.6422166,14.6628958,4.5,207,,google_places
google-places-ChIJ1YRtRybCOxMRCMDudEh1kX8,Spiaggia Santa Teresa,beaches,spiagge,"Lungomare Trieste, 84121 Salerno SA",Salerno,40.6774821,14.756055499999999,4.1,4440,,google_places
google-places-ChIJ1wLISTuUOxMRd6-oKdZvSm4,Spiaggia della Vite,beaches,spiagge,"Via Giovanni Augustariccio, 76, 84011 Amalfi SA",Salerno,40.6186867,14.5774951,4.5,123,,google_places
google-places-ChIJ0eyXw0aVOxMRBbdElqm-brg,Spiaggia di Maiori (Maiori Beach),beaches,spiagge,"Strada Statale Amalfitana, 84010 Maiori SA",Salerno,40.6473352,14.6424313,4.4,1964,,google_places
google-places-ChIJ8wpbFPzDOxMRMC5tJopb9Gs,Spiaggia di Salerno,beaches,spiagge,"Lungomare Cristoforo Colombo, 339, 84121 Salerno SA",Salerno,40.6576743,14.8008773,4.1,454,,google_places
google-places-ChIJH8ri4GDCOxMR2oPs53EUF9Q,Spiaggia il Porticciolo,beaches,spiagge,"Lungomare Cristoforo Colombo, 135, 84129 Salerno SA",Salerno,40.663228,14.792269399999999,4.2,563,,google_places
google-places-ChIJK8rjY3bDOxMRBqcU65Uxas4,Yachting Club Salerno,beaches,spiagge,"Porto Turistico - Molo, Via Masuccio Salernitano, 84121 Salerno SA",Salerno,40.6731711,14.7694049,4.3,11,,google_places
